Order_ID,Product_ID,Sales,Quantity,Discount,profit,customer_id,ship_mode,order_status,purchase_date,delivered_date
CA-2017-141439,FUR-FU-10003975,43.31,1,0,-53.2704,EG-13900,Standard Class,delivered,5/19/2017 17:08,5/24/2017 11:25
CA-2015-140144,TEC-PH-10001536,84.95,5,0,43.5981,AJ-10795,Second Class,delivered,1/25/2018 22:45,2/17/2018 12:04
US-2017-121251,FUR-CH-10001973,233.058,3,0.3,7.0218,SP-20860,First Class,delivered,2/1/2018 11:42,2/5/2018 19:14
CA-2016-108735,TEC-AC-10001772,111.79,7,0,5.133,CD-11980,Standard Class,delivered,6/11/2018 17:45,6/22/2018 13:27
CA-2014-103310,OFF-PA-10002586,14.94,3,0,-10.1736,SS-20590,Standard Class,delivered,5/16/2018 11:51,5/18/2018 15:58
CA-2016-110772,OFF-BI-10004094,14.16,2,0.2,10.74,PC-18745,Second Class,delivered,1/23/2018 10:15,2/5/2018 19:53
CA-2017-117667,FUR-FU-10004973,22.608,3,0.6,0,MC-17605,Standard Class,delivered,1/6/2018 0:53,1/11/2018 16:09
US-2015-123218,OFF-FA-10000624,21.48,6,0,9.7164,DL-13315,Standard Class,delivered,1/29/2018 13:52,2/8/2018 17:34
CA-2015-100769,OFF-ST-10001097,501.81,3,0,2.0088,DK-13150,Same Day,delivered,9/12/2017 9:18,10/25/2017 15:52
CA-2014-110184,OFF-ST-10001469,161.94,3,0,-14.9736,DC-13285,Standard Class,delivered,5/8/2017 12:20,5/17/2017 9:47
US-2014-134054,OFF-AR-10004956,17.856,4,0.2,29.769,SB-20290,Same Day,delivered,5/14/2018 10:12,5/21/2018 14:41
CA-2016-126158,OFF-BI-10004236,8.808,3,0.8,10.0282,AD-10180,Standard Class,delivered,6/21/2018 15:42,6/25/2018 14:28
US-2016-168620,FUR-FU-10002937,79.384,1,0.2,150.984,SJ-20125,Second Class,delivered,6/28/2017 8:32,7/18/2017 15:59
CA-2014-134215,OFF-AR-10003696,34.58,1,0,23.997,KM-16720,Standard Class,delivered,8/1/2018 18:58,8/13/2018 23:16
CA-2016-119963,OFF-PA-10004359,314.55,3,0,3.0044,BM-11785,Standard Class,delivered,2/23/2018 17:28,3/28/2018 18:34
CA-2014-168494,TEC-AC-10002402,191.976,3,0.2,-150.414,ON-18715,Second Class,delivered,5/12/2018 20:22,5/30/2018 22:51
CA-2016-152072,OFF-PA-10000551,8.288,2,0.2,1.1904,NF-18385,Standard Class,delivered,6/5/2018 17:00,6/13/2018 18:05
US-2016-126452,FUR-FU-10003394,139.92,5,0.6,-11.0005,AF-10885,Standard Class,delivered,11/6/2017 13:43,11/17/2017 17:47
CA-2014-113383,OFF-AR-10002067,15.872,1,0.2,1.752,AR-10405,First Class,delivered,1/31/2017 11:58,2/7/2017 17:27
CA-2017-105235,OFF-BI-10004140,6.286,7,0.8,-8.997,BM-11140,Standard Class,delivered,8/15/2018 2:07,8/20/2018 18:08
US-2015-101399,OFF-AR-10004078,14.016,3,0.2,-26.9955,CV-12805,Standard Class,delivered,2/19/2018 22:35,3/1/2018 14:49
CA-2017-152702,TEC-AC-10000927,71.976,3,0.2,-8.7232,BM-11785,Standard Class,delivered,3/12/2018 16:20,5/2/2018 19:36
CA-2017-157987,TEC-PH-10003931,107.982,3,0.4,6.9132,AH-10210,Standard Class,delivered,7/3/2018 14:56,7/9/2018 19:24
CA-2017-169054,FUR-CH-10004675,305.312,2,0.3,-13.896,LH-17155,Standard Class,delivered,4/5/2018 22:47,4/23/2018 22:44
US-2015-126753,OFF-BI-10004506,19.752,3,0.2,6.1792,BS-11590,Standard Class,delivered,10/21/2017 13:04,10/28/2017 17:12
US-2016-152051,OFF-BI-10002353,9.264,3,0.8,21.0128,DS-13030,Standard Class,delivered,5/10/2018 10:24,5/26/2018 14:05
US-2016-116729,OFF-ST-10000943,61.792,4,0.2,28.8576,SP-20650,First Class,delivered,11/17/2017 13:00,11/23/2017 14:29
CA-2017-163125,OFF-PA-10000740,45.68,2,0,13.0375,JF-15355,Second Class,delivered,3/30/2018 10:53,4/17/2018 17:29
CA-2016-112697,OFF-PA-10003001,60.12,9,0,32.936,BD-11320,Second Class,delivered,10/16/2017 18:26,10/27/2017 21:44
CA-2016-162943,OFF-BI-10001628,41.72,5,0.2,30.8966,LA-16780,Second Class,delivered,4/18/2017 11:50,5/5/2017 20:22
CA-2016-159940,OFF-PA-10001509,71.6,8,0,22.2,DB-13210,Second Class,delivered,10/15/2017 17:12,10/23/2017 22:04
CA-2015-152891,OFF-BI-10000309,85.232,7,0.2,59.0352,CV-12805,Standard Class,delivered,6/16/2018 19:40,6/26/2018 13:58
CA-2015-119627,OFF-LA-10003923,44.4,3,0,1159.9855,AJ-10780,Standard Class,delivered,4/14/2018 16:56,4/18/2018 19:03
CA-2017-118773,FUR-CH-10002084,442.764,4,0.1,21.9945,DP-13000,Standard Class,shipped,6/26/2018 15:19,
CA-2014-132962,TEC-MA-10000488,3999.95,5,0,28.0192,CD-11980,First Class,delivered,1/14/2018 19:00,2/28/2018 0:14
CA-2017-155152,TEC-AC-10001767,199.95,5,0,18.5274,LP-17080,Second Class,delivered,1/7/2018 21:45,1/30/2018 20:51
US-2014-115189,FUR-FU-10001940,63.68,8,0,7.25,BS-11590,Second Class,delivered,6/29/2017 12:46,7/8/2017 14:22
CA-2014-162089,OFF-BI-10002735,54.896,2,0.2,35.04,LM-17065,First Class,delivered,7/5/2017 9:15,7/11/2017 19:49
CA-2014-106439,TEC-AC-10002345,29,2,0,25.473,SK-19990,Standard Class,delivered,10/23/2017 18:09,11/27/2017 19:51
CA-2015-165624,OFF-EN-10003134,70.08,6,0,378.1674,SC-20305,Standard Class,delivered,1/15/2018 20:35,1/22/2018 18:52
CA-2016-159212,FUR-FU-10003708,121.3,2,0,17.0268,EA-14035,Standard Class,delivered,4/10/2018 22:58,4/13/2018 20:03
CA-2017-122154,TEC-PH-10003645,1454.49,9,0,51.8238,ZD-21925,First Class,delivered,3/7/2018 22:26,3/22/2018 23:58
CA-2017-121314,OFF-AP-10000692,60.81,3,0,22.869,CV-12805,First Class,delivered,9/9/2017 17:13,9/12/2017 18:11
CA-2017-162173,OFF-BI-10001718,153.552,3,0.2,55.764,PG-18820,Standard Class,delivered,8/20/2017 19:40,8/28/2017 19:37
CA-2016-162138,OFF-AP-10002082,65.34,3,0,12.285,SP-20650,Standard Class,canceled,1/26/2018 21:34,
CA-2017-152583,OFF-PA-10001125,123.92,4,0,8.5025,SC-20770,Same Day,delivered,6/26/2018 22:40,7/6/2018 20:26
CA-2015-113173,OFF-AP-10000252,35.1,3,0,0.4116,MG-18145,Second Class,delivered,8/20/2017 14:51,9/1/2017 0:23
CA-2014-150203,TEC-AC-10003038,44.75,5,0,3.9609,AG-10675,First Class,delivered,8/1/2017 9:44,8/15/2017 19:43
US-2016-169369,OFF-AR-10000940,4.704,2,0.2,5.4432,PN-18775,Standard Class,delivered,8/8/2017 21:31,8/16/2017 19:37
US-2016-127425,OFF-AR-10001954,14.67,3,0,1.7004,NG-18430,Standard Class,delivered,1/26/2018 16:04,2/8/2018 12:57
CA-2016-142370,OFF-PA-10003177,15.552,3,0.2,9.102,DO-13435,Standard Class,delivered,7/10/2018 10:33,7/12/2018 21:12
CA-2014-110184,OFF-PA-10000533,5.232,1,0.2,229.3018,DC-13285,Standard Class,delivered,5/8/2017 12:20,5/17/2017 9:47
CA-2015-121720,FUR-FU-10001935,22.2,6,0,2.1336,AR-10825,First Class,delivered,3/3/2018 12:00,3/14/2018 19:49
CA-2016-113733,TEC-PH-10002563,881.93,7,0,74.8098,GK-14620,Standard Class,delivered,8/3/2018 10:21,8/22/2018 16:32
US-2016-103674,OFF-BI-10002160,6.096,2,0.2,1.7591,BP-11095,Standard Class,delivered,11/28/2017 15:13,12/11/2017 17:33
CA-2015-127824,FUR-FU-10004748,191.82,3,0,-46.3946,AJ-10780,Standard Class,delivered,10/1/2017 19:27,10/23/2017 20:24
CA-2017-130211,FUR-FU-10001473,20.104,1,0.2,3.8272,CR-12730,Same Day,delivered,1/25/2018 12:09,2/8/2018 15:23
CA-2017-131695,OFF-BI-10001098,29.932,7,0.8,7.5992,SC-20305,Standard Class,delivered,12/23/2017 22:42,1/13/2018 16:06
CA-2016-130393,TEC-PH-10001552,38.272,4,0.2,233.2204,CK-12205,Second Class,delivered,1/28/2018 1:08,2/5/2018 14:52
US-2016-169040,OFF-AR-10000390,16.52,4,0,21.024,TB-21595,Standard Class,delivered,10/19/2017 21:56,11/8/2017 11:07
CA-2014-122070,TEC-PH-10001079,832.93,7,0,29.7408,AT-10735,Second Class,delivered,1/29/2018 20:11,2/7/2018 19:52
US-2014-150574,OFF-BI-10003460,43.8,10,0,11.2422,KL-16645,Standard Class,delivered,10/25/2017 20:00,11/6/2017 20:38
CA-2015-131338,OFF-AP-10003842,167.292,6,0.1,0.504,NP-18325,First Class,delivered,8/22/2018 1:37,8/27/2018 20:32
CA-2014-167927,FUR-FU-10003535,27.42,1,0,20.8494,GA-14725,Standard Class,delivered,4/1/2017 12:40,4/4/2017 15:40
CA-2017-141572,OFF-BI-10002012,1.44,1,0.2,60.49,GT-14755,Second Class,delivered,5/11/2018 2:05,5/14/2018 19:32
CA-2016-136770,OFF-BI-10001922,61.776,13,0.2,9.5032,BP-11185,Standard Class,delivered,5/15/2018 18:06,5/18/2018 21:42
CA-2015-144806,OFF-AP-10000576,241.96,2,0,0.9856,SN-20710,Standard Class,delivered,3/17/2017 18:21,3/29/2017 15:42
US-2014-135972,FUR-CH-10000553,108.608,4,0.2,3.6192,BD-11605,Second Class,delivered,2/25/2017 14:34,3/11/2017 8:32
CA-2016-137729,OFF-AR-10003469,2.816,2,0.2,4.1944,DB-13120,Standard Class,delivered,9/29/2017 16:41,10/14/2017 1:54
CA-2015-150308,OFF-BI-10000145,9.984,4,0.2,100.24,VD-21670,Standard Class,delivered,10/13/2017 10:22,10/24/2017 19:13
CA-2015-105690,OFF-ST-10001580,14.98,1,0,-89.089,FH-14365,Second Class,delivered,5/17/2018 14:20,6/9/2018 4:47
CA-2014-164742,TEC-PH-10001817,1145.6,4,0.2,4.672,KM-16720,Second Class,delivered,6/12/2018 10:17,6/21/2018 16:16
CA-2016-163776,TEC-PH-10001578,485.94,2,0.4,-24.2352,CW-11905,Standard Class,delivered,1/17/2018 15:07,1/20/2018 13:12
CA-2014-120278,OFF-AR-10004078,37.376,8,0.2,17.8152,LS-16975,Standard Class,delivered,8/28/2018 22:30,8/30/2018 17:18
CA-2014-152443,FUR-CH-10004860,70.686,1,0.3,-98.8018,SC-20050,Standard Class,delivered,7/19/2017 20:24,7/27/2017 17:46
CA-2016-145548,OFF-PA-10003790,54.816,3,0.2,0.4706,PF-19165,Standard Class,delivered,7/26/2018 14:15,8/6/2018 17:08
CA-2016-113845,FUR-BO-10002202,72.294,1,0.7,15.599,RS-19765,Standard Class,delivered,5/17/2018 9:48,6/8/2018 16:50
US-2015-163433,OFF-FA-10003059,2.896,2,0.2,-115.7058,LP-17080,Second Class,delivered,8/15/2018 8:53,8/24/2018 17:31
CA-2016-145982,TEC-PH-10002496,124.792,1,0.2,252.588,CM-12385,Second Class,delivered,2/15/2018 15:34,3/29/2018 20:51
CA-2017-115175,FUR-TA-10003238,330.588,1,0.4,14.8344,JG-15805,Standard Class,delivered,11/24/2017 18:25,12/2/2017 12:22
CA-2017-150987,OFF-BI-10004390,673.568,2,0.2,31.587,BB-11545,Standard Class,canceled,12/3/2017 11:32,
CA-2017-101245,OFF-AP-10002765,52.98,2,0,14.3075,JD-16060,Standard Class,delivered,5/23/2018 8:22,5/28/2018 21:17
CA-2017-164756,FUR-FU-10000293,526.45,5,0,35.9964,CA-12265,Standard Class,delivered,1/15/2018 20:07,1/26/2018 23:48
CA-2015-146486,OFF-ST-10003692,228.92,5,0.2,67.6599,NZ-18565,Second Class,delivered,2/3/2018 16:45,2/15/2018 16:26
US-2016-128902,TEC-PH-10001051,319.968,4,0.2,11.4516,JF-15415,Standard Class,delivered,7/21/2017 13:26,7/31/2017 19:37
CA-2015-137512,TEC-AC-10001013,205.03,7,0,8.2688,AS-10225,Standard Class,delivered,6/26/2018 22:31,7/7/2018 19:53
CA-2017-131282,OFF-ST-10000025,190.86,2,0,12.432,GB-14530,Second Class,delivered,1/8/2018 14:36,1/15/2018 16:25
US-2017-107272,OFF-AR-10000817,24.32,8,0,-52.17,Dl-13600,Standard Class,delivered,10/11/2017 17:31,10/25/2017 20:21
CA-2017-137498,OFF-SU-10000952,44.4,5,0,381.297,FM-14380,Second Class,delivered,8/19/2018 19:12,8/27/2018 20:28
CA-2017-118402,FUR-FU-10004597,44.4,2,0.6,13.3476,CK-12760,Standard Class,delivered,1/5/2018 0:04,1/15/2018 21:28
CA-2016-115525,OFF-BI-10003527,1016.792,1,0.2,-115.4958,VD-21670,Standard Class,delivered,5/11/2018 14:43,5/21/2018 12:42
US-2016-135720,OFF-BI-10002982,38.136,7,0.2,15.2712,SD-20485,Second Class,delivered,1/22/2018 10:10,2/14/2018 22:51
CA-2017-119914,TEC-PH-10004165,494.982,3,0.4,1.4456,,,,,
CA-2016-115756,OFF-ST-10003442,56.56,2,0,3.5178,RB-19570,Second Class,delivered,7/4/2018 11:38,7/6/2018 17:18
CA-2017-131954,OFF-AR-10003856,5.56,2,0,2.2412,NM-18445,Standard Class,delivered,7/18/2018 11:55,7/30/2018 19:43
CA-2016-123274,OFF-FA-10004248,9.02,2,0,49.4982,TB-21595,Standard Class,canceled,5/1/2017 16:12,
CA-2017-116288,OFF-AP-10001492,8.62,1,0,6.4128,EB-13705,Standard Class,delivered,6/28/2017 11:58,7/7/2017 18:03
CA-2016-121671,TEC-PH-10004165,659.976,3,0.2,13.0375,AB-10060,Standard Class,shipped,3/7/2018 8:44,
CA-2014-156587,OFF-PA-10004285,13.36,2,0,4.176,AC-10420,First Class,delivered,5/17/2017 21:10,5/24/2017 11:07
CA-2016-169943,OFF-BI-10001628,41.72,5,0.2,157.0176,DP-13165,Standard Class,delivered,9/15/2017 8:28,9/29/2017 18:51
CA-2017-152310,OFF-BI-10000546,11.52,5,0.2,9.3312,MC-18130,Standard Class,delivered,4/22/2018 13:50,5/3/2018 22:12
CA-2017-121888,OFF-AP-10001391,541.44,6,0,68.976,JE-16165,Second Class,delivered,1/30/2018 21:28,2/20/2018 15:13
CA-2017-131233,OFF-PA-10000477,19.44,3,0,14.2758,KB-16600,Standard Class,delivered,5/22/2017 12:27,5/25/2017 18:39
US-2017-112347,OFF-PA-10004327,143.7,3,0,15.246,EB-13705,Standard Class,delivered,1/11/2018 8:12,1/23/2018 16:46
US-2017-152842,OFF-AP-10000696,43.26,3,0,131.355,MT-18070,Standard Class,delivered,1/12/2018 12:45,1/31/2018 22:13
CA-2014-138681,OFF-AP-10002082,43.56,2,0,33.9388,KH-16510,First Class,delivered,2/5/2018 18:41,2/14/2018 13:21
CA-2016-160241,TEC-PH-10001944,437.85,3,0,90.972,NK-18490,Second Class,delivered,3/9/2017 17:57,3/20/2017 12:57
CA-2016-161746,FUR-FU-10004952,109.48,2,0,8.7138,JS-15940,Standard Class,delivered,3/11/2017 14:21,3/21/2017 16:18
CA-2017-125472,FUR-CH-10000015,1212.96,7,0.2,2.4,CS-12130,First Class,delivered,4/13/2018 12:02,5/15/2018 13:19
CA-2016-156251,OFF-PA-10001776,18.54,2,0,66.9546,DS-13030,Second Class,delivered,8/18/2017 15:43,9/19/2017 17:32
CA-2017-167381,OFF-FA-10002280,5,1,0,24.936,RA-19285,Second Class,delivered,2/28/2018 23:57,3/17/2018 15:48
CA-2017-129378,TEC-AC-10002049,371.97,3,0,79.1934,PA-19060,First Class,delivered,10/17/2017 13:53,10/23/2017 19:47
CA-2016-159912,TEC-AC-10002253,166.24,1,0,114.9954,SH-20395,Standard Class,delivered,6/10/2018 19:58,6/30/2018 15:23
CA-2017-140872,FUR-BO-10004015,359.97,3,0,2.376,OT-18730,Standard Class,delivered,9/29/2017 15:42,10/16/2017 13:44
CA-2016-126158,TEC-AC-10004145,499.98,2,0,3.8822,AD-10180,Standard Class,delivered,6/21/2018 15:42,6/25/2018 14:28
CA-2014-136399,OFF-PA-10002479,5.28,1,0,2.6892,GH-14485,First Class,delivered,1/10/2018 17:30,1/31/2018 0:33
CA-2015-106257,OFF-BI-10004970,8.26,2,0,6.3504,PK-19075,Second Class,delivered,10/17/2017 19:16,11/7/2017 15:59
CA-2016-163048,OFF-PA-10003919,7.968,2,0.2,3.1104,KC-16540,Standard Class,delivered,5/13/2018 17:41,5/22/2018 13:38
CA-2014-140662,OFF-PA-10002001,12.96,2,0,2.3571,DS-13180,First Class,delivered,6/18/2018 16:29,7/6/2018 17:41
CA-2016-100300,OFF-PA-10002787,6.48,1,0,4.1965,KH-16690,Second Class,delivered,5/24/2017 8:13,5/26/2017 8:00
CA-2017-137624,OFF-BI-10003291,6.984,1,0.2,47.9376,JL-15850,Standard Class,delivered,4/5/2018 15:34,5/4/2018 15:24
CA-2016-162082,OFF-AR-10004344,47.96,5,0.2,95.7572,CS-12400,First Class,delivered,6/27/2018 19:02,6/29/2018 17:03
CA-2014-165309,OFF-ST-10003123,199.74,6,0,377.9946,DL-12865,Standard Class,delivered,12/1/2017 12:18,1/5/2018 17:06
CA-2017-156237,FUR-FU-10000308,435.26,7,0,13.7646,RM-19675,First Class,delivered,6/13/2017 9:46,6/27/2017 15:46
CA-2017-115105,TEC-CO-10003763,1119.984,2,0.2,0,CS-12250,Standard Class,delivered,5/22/2017 17:20,5/25/2017 10:40
CA-2017-125451,FUR-CH-10002774,122.352,3,0.2,22.3548,BB-10990,First Class,delivered,11/7/2017 8:48,11/22/2017 1:45
CA-2017-144848,OFF-ST-10004337,306.2,5,0,53.7504,NM-18445,First Class,delivered,7/11/2018 19:49,7/13/2018 17:59
CA-2014-153969,FUR-TA-10001039,85.98,1,0,-6.098,TS-21610,Standard Class,unavailable,7/12/2017 8:13,
CA-2016-110086,TEC-AC-10000109,223.96,4,0,-23.0352,CM-12385,Standard Class,delivered,3/3/2018 9:11,3/21/2018 16:12
CA-2017-128076,FUR-CH-10003833,97.568,2,0.2,37.9962,DR-12880,Standard Class,delivered,2/14/2018 11:43,2/27/2018 17:39
US-2016-108504,FUR-CH-10004289,614.272,8,0.2,22.1536,RH-19495,Same Day,delivered,11/2/2017 11:30,11/16/2017 16:18
CA-2014-151792,FUR-BO-10004467,199.98,2,0,6.6976,KH-16630,Second Class,delivered,2/11/2018 18:56,3/5/2018 22:57
CA-2017-121300,OFF-PA-10002713,48.16,7,0,16.3863,JR-16210,Same Day,delivered,1/25/2018 22:10,2/16/2018 12:29
CA-2015-111514,TEC-PH-10001552,23.92,2,0,5.2026,AG-10495,First Class,delivered,1/10/2018 19:28,1/29/2018 14:13
CA-2015-145394,OFF-AP-10002222,60.69,7,0,12.264,JH-15985,Standard Class,delivered,2/18/2018 6:58,2/22/2018 19:13
CA-2017-119284,OFF-PA-10003971,14.352,3,0.2,1.311,DS-13180,Standard Class,delivered,4/24/2018 14:24,5/7/2018 20:16
CA-2016-121020,OFF-AP-10004036,35.04,2,0,4.756,JB-15400,Standard Class,delivered,8/4/2018 18:22,8/8/2018 22:56
US-2015-168704,OFF-AP-10002287,17.48,5,0.2,80.3682,SF-20200,Standard Class,delivered,6/25/2018 16:26,6/29/2018 16:52
CA-2017-115994,OFF-AR-10002375,16.4,5,0,77.7519,EH-14125,Second Class,delivered,4/20/2018 14:42,5/3/2018 16:15
US-2015-107944,FUR-TA-10001950,892.98,2,0,297.69,BM-11785,First Class,delivered,7/17/2017 12:03,7/31/2017 14:56
CA-2014-121762,TEC-PH-10001557,287.97,3,0,6.2208,KM-16720,Standard Class,delivered,8/23/2017 9:00,9/2/2017 13:50
CA-2017-101434,FUR-FU-10002937,595.38,6,0,1.3365,DP-13165,Standard Class,delivered,4/11/2018 23:34,4/18/2018 18:42
CA-2016-127775,OFF-PA-10001166,12.96,2,0,38.2095,RO-19780,Second Class,delivered,10/26/2017 21:33,11/3/2017 22:21
US-2015-160563,TEC-PH-10000347,4.95,1,0,6.2192,PB-19105,Standard Class,delivered,3/16/2018 11:02,4/19/2018 16:47
CA-2014-100895,FUR-FU-10003708,181.95,3,0,106.477,CC-12670,Standard Class,delivered,3/6/2018 10:19,3/21/2018 1:28
CA-2017-163531,OFF-PA-10002659,13.52,4,0,1.2885,AJ-10780,Standard Class,delivered,8/9/2017 11:09,8/24/2017 17:55
CA-2015-103177,FUR-FU-10000965,259.7,5,0,601.9699,RH-19495,First Class,delivered,3/9/2018 9:10,4/3/2018 14:56
CA-2017-117667,TEC-PH-10001527,42.95,1,0,125.99,MC-17605,Standard Class,delivered,1/6/2018 0:53,1/11/2018 16:09
CA-2017-141719,TEC-AC-10001838,1399.93,7,0,6.36,PO-18865,Second Class,delivered,3/19/2018 18:24,4/16/2018 12:33
CA-2017-105487,TEC-PH-10002597,503.96,4,0,5.6448,KB-16585,Standard Class,delivered,2/1/2018 8:52,2/16/2018 15:35
US-2017-155425,OFF-BI-10000756,12.72,3,0,31.6,AG-10765,First Class,delivered,11/26/2017 21:56,12/29/2017 20:38
CA-2015-102855,OFF-BI-10000546,11.52,4,0,188.2192,BB-11545,Same Day,delivered,2/13/2018 18:18,2/23/2018 13:24
US-2017-102904,TEC-AC-10001142,316,4,0,49.9704,GB-14530,Standard Class,delivered,6/4/2017 12:09,6/13/2017 17:13
CA-2015-151589,FUR-CH-10000785,723.92,4,0,-14.1372,SS-20590,First Class,delivered,8/22/2018 10:21,8/24/2018 22:41
CA-2014-154095,OFF-PA-10000474,106.32,3,0,9.8658,PF-19165,Standard Class,delivered,7/21/2017 12:52,7/27/2017 19:27
CA-2015-130883,FUR-BO-10003441,141.372,2,0.3,171.93,CS-12250,Standard Class,delivered,6/28/2018 10:28,7/23/2018 17:54
CA-2015-164427,OFF-PA-10004156,27.216,3,0.2,35.099,BS-11755,Standard Class,delivered,11/13/2017 14:25,12/5/2017 17:33
US-2017-153255,TEC-AC-10001432,390.75,5,0,7.7004,BW-11110,Second Class,delivered,4/17/2018 11:19,4/20/2018 16:16
CA-2016-123512,FUR-CH-10001394,280.792,1,0.2,6.603,ME-17725,First Class,delivered,6/6/2018 19:24,6/22/2018 17:32
CA-2016-117604,OFF-ST-10002370,68.448,4,0.2,1.984,CM-12445,Standard Class,delivered,6/7/2017 22:05,6/14/2017 13:54
US-2017-161935,OFF-AR-10002956,88.04,5,0.2,-48.5082,CC-12430,Standard Class,delivered,6/1/2018 19:28,6/13/2018 14:16
CA-2016-131296,OFF-AR-10001955,15.872,1,0.2,6.8714,MB-17305,Standard Class,delivered,6/21/2017 17:17,6/23/2017 11:24
CA-2017-111717,OFF-ST-10001809,215.592,3,0.2,112.4064,CG-12520,Standard Class,delivered,6/24/2017 16:20,7/6/2017 13:33
US-2017-152492,OFF-LA-10004093,14.62,2,0,20.21,BD-11725,Same Day,delivered,3/14/2017 14:29,3/24/2017 8:37
US-2017-111241,OFF-AP-10002118,416.32,2,0,27.441,SS-20140,Second Class,delivered,4/6/2018 7:59,4/27/2018 16:03
US-2015-156867,OFF-BI-10000404,43,5,0,30.415,ES-14080,Standard Class,delivered,4/1/2018 18:27,4/4/2018 19:47
CA-2017-117632,FUR-CH-10003833,182.94,3,0,132.5898,KB-16315,Standard Class,delivered,2/9/2018 21:29,3/2/2018 17:17
CA-2014-121762,OFF-BI-10002072,60.83,7,0,56.3528,KM-16720,Standard Class,delivered,8/23/2017 9:00,9/2/2017 13:50
US-2016-125969,TEC-AC-10003095,389.97,3,0,63.8232,HP-14815,Second Class,delivered,5/9/2018 17:11,5/21/2018 15:38
CA-2015-113215,OFF-AP-10001563,194.32,4,0,44.5278,JL-15850,Standard Class,delivered,11/8/2017 20:18,11/20/2017 19:19
CA-2017-157987,TEC-AC-10000358,265.93,7,0,27.8944,AH-10210,Standard Class,delivered,7/3/2018 14:56,7/9/2018 19:24
CA-2014-124709,OFF-BI-10004492,94.74,3,0,38.15,TG-21640,Second Class,delivered,4/15/2018 18:38,4/26/2018 13:03
US-2017-143770,OFF-BI-10001072,60.64,4,0,167.808,SP-20545,Standard Class,delivered,4/28/2017 21:53,5/9/2017 9:09
CA-2014-109932,OFF-BI-10003707,76.3,5,0,29.952,FA-14230,First Class,delivered,3/17/2018 13:03,3/24/2018 0:15
CA-2017-117646,OFF-BI-10000977,364.8,12,0,1.1596,AJ-10960,Standard Class,delivered,11/6/2017 11:49,11/13/2017 20:26
CA-2016-169957,OFF-BI-10002082,79.872,3,0.2,6.2208,BM-11785,Standard Class,delivered,12/28/2017 20:05,1/5/2018 22:35
US-2017-163657,FUR-BO-10004709,46.384,1,0.2,5.2026,CB-12535,Standard Class,delivered,5/10/2017 20:04,5/18/2017 12:05
CA-2014-117464,OFF-PA-10002365,12.96,2,0,-68.392,NP-18325,Second Class,delivered,9/30/2017 22:52,10/3/2017 16:12
CA-2015-129532,OFF-EN-10004147,14.352,3,0.2,2.9372,GD-14590,Standard Class,delivered,12/18/2017 23:14,1/15/2018 21:43
CA-2014-103429,FUR-FU-10001468,547.136,4,0.2,20.85,JD-15895,First Class,delivered,4/24/2018 12:19,5/9/2018 23:26
CA-2017-144694,OFF-ST-10000642,41.96,2,0,133.152,CR-12625,Second Class,delivered,1/23/2017 16:57,2/2/2017 10:25
CA-2017-111220,OFF-PA-10000380,41.7,5,0,2.8322,CS-12130,Standard Class,delivered,5/7/2018 21:00,5/15/2018 17:27
CA-2015-128608,OFF-PA-10004071,277.4,5,0,11.2476,KD-16270,Standard Class,delivered,5/7/2018 10:28,5/14/2018 19:18
CA-2016-133669,OFF-PA-10004971,5.78,1,0,5.1042,CD-11980,Standard Class,delivered,3/27/2017 13:19,4/12/2017 14:13
CA-2017-133046,OFF-AP-10000696,69.216,6,0.2,123.7691,MH-17785,Second Class,delivered,7/25/2018 21:12,7/30/2018 21:36
CA-2014-127614,OFF-EN-10004030,10.86,3,0,12.4416,MT-18070,Standard Class,delivered,5/18/2017 21:31,6/6/2017 14:43
CA-2017-161046,OFF-AP-10000026,426.79,7,0,22.5008,GG-14650,Same Day,delivered,7/28/2018 19:53,8/1/2018 14:06
US-2017-100930,OFF-PA-10003936,25.92,4,0,1.742,KC-16540,Standard Class,delivered,1/15/2018 0:14,1/24/2018 20:18
US-2017-139969,OFF-PA-10004530,45.92,4,0,10.465,AJ-10945,Standard Class,delivered,6/29/2017 20:05,7/12/2017 18:41
CA-2016-142097,OFF-AR-10004930,10.72,2,0.2,23.384,SC-20095,Standard Class,delivered,8/3/2018 15:31,8/9/2018 15:36
CA-2017-124296,OFF-AR-10004999,41.86,7,0,27.3528,KB-16600,Standard Class,delivered,6/11/2018 14:16,6/18/2018 13:39
CA-2014-125150,FUR-FU-10002501,63.2,5,0,-29.3436,SB-20290,Standard Class,delivered,3/10/2017 9:56,3/21/2017 9:06
CA-2014-149538,TEC-AC-10000358,113.97,3,0,137.2896,DJ-13630,Standard Class,delivered,5/16/2018 10:33,5/21/2018 19:28
CA-2016-111416,OFF-ST-10004804,123.552,3,0.2,24.528,JE-15475,Standard Class,delivered,5/10/2018 8:41,5/21/2018 16:11
CA-2015-110814,OFF-AP-10001205,490.32,9,0,-2.1624,CS-11950,Second Class,delivered,2/5/2018 19:01,2/16/2018 23:13
CA-2016-160304,OFF-PA-10000659,70.08,5,0.2,0,DL-13315,Standard Class,delivered,3/19/2018 14:26,4/13/2018 20:32
US-2015-149629,OFF-BI-10004141,1.272,2,0.8,3.1584,LP-17080,Second Class,delivered,1/3/2018 19:00,1/16/2018 1:22
US-2017-134642,FUR-TA-10004619,557.585,5,0.3,22.5732,CG-12520,Standard Class,delivered,3/8/2017 11:17,3/14/2017 10:08
